Name_company,Corporate Name,site_url,Authority_Name,Authority_link,date,id,Warning ID,NCA,Date Published At NCA,Date Published At IOSCO,Last Updated,NCA URL,Commercial Name,URL,Other URL,Category,Additional Information
Facebook page “Oh Juice ฟาร์มออร์แกนิก”,,https://www.facebook.com/profile.php?id=100093642284232,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2808/2568,2025-08-01,39795,39795.0,,2025-08-01,2025-08-01,2025-08-01,https://web-invpublic.sec.or.th/e/2808/2568,Facebook page “Oh Juice ฟาร์มออร์แกนิก”,https://www.facebook.com/profile.php?id=100093642284232,https://www.facebook.com/100093642284232/videos/1253830625885527,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “อาณาจักรฟาร์มโอ้กาด สลัดพันล้าน”,,https://www.facebook.com/profile.php?id=61578644620630,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2807/2568,2025-08-01,39794,39794.0,,2025-08-01,2025-08-01,2025-08-01,https://web-invpublic.sec.or.th/e/2807/2568,Facebook page “อาณาจักรฟาร์มโอ้กาด สลัดพันล้าน”,https://www.facebook.com/profile.php?id=61578644620630,https://www.facebook.com/ads/library/?id=1916465769196191,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “สวนผักคุณแม่ สู่ตลาดหลักทรัพย์”,,https://www.facebook.com/profile.php?id=100089543911567,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2806/2568,2025-08-01,39793,39793.0,,2025-08-01,2025-08-01,2025-08-01,https://web-invpublic.sec.or.th/e/2806/2568,Facebook page “สวนผักคุณแม่ สู่ตลาดหลักทรัพย์”,https://www.facebook.com/profile.php?id=100089543911567,https://www.facebook.com/100089543911567/videos/724692690371804,,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “OKJ-Safe Greens”,,https://www.facebook.com/profile.php?id=61579042345140,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2805/2568,2025-08-01,39792,39792.0,,2025-08-01,2025-08-01,2025-08-01,https://web-invpublic.sec.or.th/e/2805/2568,Facebook page “OKJ-Safe Greens”,https://www.facebook.com/profile.php?id=61579042345140,https://www.facebook.com/61579042345140/posts/122095334138968078/?mibextid=wwXIfr&rdid=6SdewwGfNK2mwCYs#,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “Service Restaurant Ohkad’s Certified”,,https://www.facebook.com/profile.php?id=100089700712491,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2804/2568,2025-08-01,39791,,,,,,,,,,,
Facebook page “Farm business okj”,,https://www.facebook.com/Farmbusinessokj,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2803/2568,2025-08-01,39790,39790.0,,2025-08-01,2025-08-01,2025-08-01,https://web-invpublic.sec.or.th/e/2803/2568,Facebook page “Farm business okj”,https://www.facebook.com/Farmbusinessokj,https://www.facebook.com/Farmbusinessokj/videos/1467046364311123,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Line “Learn to High Net Worth”,,https://line.me/ti/g2/U6fv8ITartG65Z8J9Vm0UWm7Qt46t90rGjpCaw?utm_source=invitation&utm_medium=link_copy&utm_campaign=default,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2809/2568,2025-08-01,39789,39789.0,,2025-08-01,2025-08-01,2025-08-01,https://web-invpublic.sec.or.th/e/2809/2568,Line “Learn to High Net Worth”,https://line.me/ti/g2/U6fv8ITartG65Z8J9Vm0UWm7Qt46t90rGjpCaw?utm_source=invitation&utm_medium=link_copy&utm_campaign=default,,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Clenvech / clenvech.com,,www.clenvech.com,Switzerland - Swiss Financial Market Supervisory Authority,https://www.finma.ch/en/finma-public/warnungen/warning-list/clenvech/,2025-08-01,39788,39788.0,,2025-07-31,2025-08-01,2025-08-01,https://www.finma.ch/en/finma-public/warnungen/warning-list/clenvech/,Clenvech / clenvech.com,www.clenvech.com,,Other,
dv8-investments.com / dv8-investments.net,,www.dv8-investments.com / www.dv8-investments.net,Switzerland - Swiss Financial Market Supervisory Authority,https://www.finma.ch/en/finma-public/warnungen/warning-list/dv8investments/,2025-08-01,39787,39787.0,,2025-07-31,2025-08-01,2025-08-01,https://www.finma.ch/en/finma-public/warnungen/warning-list/dv8investments/,dv8-investments.com / dv8-investments.net,www.dv8-investments.com / www.dv8-investments.net,,Other,"dv8-investments.com / dv8-investments.net steht nicht im Zusammenhang mit der DV8 Investment Solutions AG, welche im Schweizerischen Handelsregister eingetragen ist (CHE-209.379.379).dv8-investments.com / dv8-investments.net n'a pas de lien avec DV8 Investment Solutions SA, laquelle est inscrite au registre du commerce suisse (CHE-209.379.379).dv8-investments.com / dv8-investments.net non ha legami con DV8 Investment Solutions SA, inscritta nel registro di commercio svizzero (CHE-209.379.379).dv8-investments.com / dv8-investments.net is not related to the DV8 Investment Solutions Ltd, which is registered in the Swiss Commercial Register (CHE-209.379.379)."
XUEX,,xuex21.com,New Zealand - Financial Markets Authority,https://www.fma.govt.nz/library/warnings-and-alerts/txex/,2025-08-01,39786,39786.0,,2025-04-17,2025-08-01,2025-08-01,https://www.fma.govt.nz/library/warnings-and-alerts/txex/,XUEX,xuex21.com,,,
TPBIT,,tpbitax.com,New Zealand - Financial Markets Authority,https://www.fma.govt.nz/library/warnings-and-alerts/txex/,2025-08-01,39785,39785.0,,2025-04-17,2025-08-01,2025-08-01,https://www.fma.govt.nz/library/warnings-and-alerts/txex/,TPBIT,tpbitax.com,,,
LWEX,,lwex4.com,New Zealand - Financial Markets Authority,https://www.fma.govt.nz/library/warnings-and-alerts/txex/,2025-08-01,39784,39784.0,,2025-04-17,2025-08-01,2025-08-01,https://www.fma.govt.nz/library/warnings-and-alerts/txex/,LWEX,lwex4.com,,,
HHHE,,hhheyy.com,New Zealand - Financial Markets Authority,https://www.fma.govt.nz/library/warnings-and-alerts/txex/,2025-08-01,39783,39783.0,,2025-04-17,2025-08-01,2025-08-01,https://www.fma.govt.nz/library/warnings-and-alerts/txex/,HHHE,hhheyy.com,,,
Hellobitq,,hellobitq.com,New Zealand - Financial Markets Authority,https://www.fma.govt.nz/library/warnings-and-alerts/txex/,2025-08-01,39782,39782.0,,2025-04-17,2025-08-01,2025-08-01,https://www.fma.govt.nz/library/warnings-and-alerts/txex/,Hellobitq,hellobitq.com,,,
Dobibo,,dobibo12.com,New Zealand - Financial Markets Authority,https://www.fma.govt.nz/library/warnings-and-alerts/txex/,2025-08-01,39781,39781.0,,2025-04-17,2025-08-01,2025-08-01,https://www.fma.govt.nz/library/warnings-and-alerts/txex/,Dobibo,dobibo12.com,,,
CR Wealth sharing groupMantistrade,,uzexap.com,New Zealand - Financial Markets Authority,https://www.fma.govt.nz/library/warnings-and-alerts/txex/,2025-08-01,39780,39780.0,,2025-04-17,2025-08-01,2025-08-01,https://www.fma.govt.nz/library/warnings-and-alerts/txex/,CR Wealth sharing group,uzexap.com,mantistrade.com,,
Aquila Markets,,https://aquila-markets.com,British Columbia - British Columbia Securities Commission,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/aquila-markets,2025-08-01,39779,39779.0,,2025-07-31,2025-08-01,2025-08-01,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/aquila-markets,Aquila Markets,https://aquila-markets.com,,Unregistered/Unlicensed entity offering financial products or services,
HHLR Advisors (No relation to Ontario registered firm HHLR found at www.hillhouseinvestment.com/),,www.hhlradvisors.ca,Ontario - Ontario Securities Commission,https://www.osc.ca/en/investors/warnings/hhlr-advisors-no-relation-ontario-registered-firm-hhlr-found-wwwhillhouseinvestmentcom,2025-08-01,39778,39778.0,,2025-07-31,2025-08-01,2025-08-01,https://www.osc.ca/en/investors/warnings/hhlr-advisors-no-relation-ontario-registered-firm-hhlr-found-wwwhillhouseinvestmentcom,HHLR Advisors (No relation to Ontario registered firm HHLR found at www.hillhouseinvestment.com/),www.hhlradvisors.ca,,,HHLR Advisors found at www.hhlradvisors.ca is not registered in Ontario to engage in the business of trading in securities.
IWI Financial,,www.iwifinancial.com/,Ontario - Ontario Securities Commission,https://www.osc.ca/en/investors/warnings/iwi-financial,2025-08-01,39777,39777.0,,2025-07-31,2025-08-01,2025-08-01,https://www.osc.ca/en/investors/warnings/iwi-financial,IWI Financial,www.iwifinancial.com/,,Unregistered/Unlicensed entity offering financial products or services,IWI Financial found at www.iwifinancial.com/ is not registered in Ontario to engage in the business of trading in securities.
Trader Chenix 3.1 V3,,https://www.traderchenix31v3.net,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/trader-chenix-31-v3,2025-08-01,39776,39776.0,,2025-07-31,2025-08-01,2025-08-01,https://www.fca.org.uk/news/warnings/trader-chenix-31-v3,Trader Chenix 3.1 V3,https://www.traderchenix31v3.net,https://www.traderchenix31v3.com,Unregistered/Unlicensed entity offering financial products or services,
UTForex,,utforex.net,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/utforex,2025-08-01,39775,39775.0,,2025-07-31,2025-08-01,2025-08-01,https://www.fca.org.uk/news/warnings/utforex,UTForex,utforex.net,,Unregistered/Unlicensed entity offering financial products or services,
Cryptonite AI,,https://cryptonite-ai.net,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/cryptonite-ai,2025-08-01,39774,39774.0,,2025-07-31,2025-08-01,2025-08-01,https://www.fca.org.uk/news/warnings/cryptonite-ai,Cryptonite AI,https://cryptonite-ai.net,,Unregistered/Unlicensed entity offering financial products or services,
Facebook page “Amazon Café Certified Premium”,,https://www.facebook.com/profile.php?id=100090259233446,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2802/2568,2025-08-01,39773,39773.0,,2025-07-31,2025-08-01,2025-08-01,https://web-invpublic.sec.or.th/e/2802/2568,Facebook page “Amazon Café Certified Premium”,https://www.facebook.com/profile.php?id=100090259233446,https://www.facebook.com/100090259233446/videos/1432497754466648,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “ฟาร์มออร์เเกนิก”,,https://www.facebook.com/farmorganig.okj,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2800/2568,2025-08-01,39772,39772.0,,2025-07-31,2025-08-01,2025-08-01,https://web-invpublic.sec.or.th/e/2800/2568,Facebook page “ฟาร์มออร์เเกนิก”,https://www.facebook.com/farmorganig.okj,https://www.facebook.com/farmorganig.okj/videos/2633748286956404,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Line “วทัญ จิตต์สมนึก”,,https://line.me/ti/p/HhBW8C6_DB,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2801/2568,2025-08-01,39771,39771.0,,2025-07-31,2025-08-01,2025-08-01,https://web-invpublic.sec.or.th/e/2801/2568,Line “วทัญ จิตต์สมนึก”,https://line.me/ti/p/HhBW8C6_DB,,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
EdealFX,,https://edealfx.net,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/edealfx,2025-08-01,39770,39770.0,,2025-07-29,2025-08-01,2025-08-01,https://www.fca.org.uk/news/warnings/edealfx,EdealFX,https://edealfx.net,,Unregistered/Unlicensed entity offering financial products or services,
Malbit succestrade,,,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/malbit-succestrade,2025-08-01,39769,39769.0,,2025-07-30,2025-08-01,2025-08-01,https://www.fca.org.uk/news/warnings/malbit-succestrade,Malbit succestrade,,,Unregistered/Unlicensed entity offering financial products or services,
Power Trades,,https://powertrades.net,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/power-trades,2025-08-01,39768,39768.0,,2025-07-29,2025-08-01,2025-08-01,https://www.fca.org.uk/news/warnings/power-trades,Power Trades,https://powertrades.net,,Unregistered/Unlicensed entity offering financial products or services,
Trade Elvioris,,https://trade-elvioris.net,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/trade-elvioris,2025-08-01,39767,39767.0,,2025-07-29,2025-08-01,2025-08-01,https://www.fca.org.uk/news/warnings/trade-elvioris,Trade Elvioris,https://trade-elvioris.net,,Unregistered/Unlicensed entity offering financial products or services,
SyndariTrader,,www.syndaritraderapp.net,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/syndaritrader,2025-08-01,39766,39766.0,,2025-07-29,2025-08-01,2025-08-01,https://www.fca.org.uk/news/warnings/syndaritrader,SyndariTrader,www.syndaritraderapp.net,,Unregistered/Unlicensed entity offering financial products or services,
eaonlinetrade.net,,https://eaonlinetrade.net,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/eaonlinetradenet,2025-08-01,39765,39765.0,,2025-07-30,2025-08-01,2025-08-01,https://www.fca.org.uk/news/warnings/eaonlinetradenet,eaonlinetrade.net,https://eaonlinetrade.net,,Unregistered/Unlicensed entity offering financial products or services,
BlitzTradePoint,,www.blitztradepoint.net,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/blitztradepoint,2025-08-01,39764,39764.0,,2025-07-29,2025-08-01,2025-08-01,https://www.fca.org.uk/news/warnings/blitztradepoint,BlitzTradePoint,www.blitztradepoint.net,,Unregistered/Unlicensed entity offering financial products or services,
West Bank Tradingwestbank.trading,,https://www.facebook.com/people/West-Bank-Trading/61562847942610/,Palestine - Palestine Capital Market Authority,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,2025-08-01,39763,39763.0,,2025-07-31,2025-08-01,2025-08-01,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,West Bank Trading,https://www.facebook.com/people/West-Bank-Trading/61562847942610/,https://www.instagram.com/Westbank.trading/#,Unregistered/Unlicensed entity offering financial products or services,
Visioneers.ltd,,https://www.facebook.com/Visioneers.Ltd,Palestine - Palestine Capital Market Authority,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,2025-08-01,39762,39762.0,,2025-07-31,2025-08-01,2025-08-01,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,Visioneers.ltd,https://www.facebook.com/Visioneers.Ltd,,Unregistered/Unlicensed entity offering financial products or services,
tradingpal_ltd,,https://www.instagram.com/p/C4qeCnBsQR-/,Palestine - Palestine Capital Market Authority,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,2025-08-01,39761,39761.0,,2025-07-31,2025-08-01,2025-08-01,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,tradingpal_ltd,https://www.instagram.com/p/C4qeCnBsQR-/,,Unregistered/Unlicensed entity offering financial products or services,
Trading Tools,,https://www.facebook.com/profile.php?id=100063923536972,Palestine - Palestine Capital Market Authority,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,2025-08-01,39760,39760.0,,,2025-08-01,2025-08-01,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,Trading Tools,https://www.facebook.com/profile.php?id=100063923536972,,Unregistered/Unlicensed entity offering financial products or services,
t4t.pal,,https://www.instagram.com/t4t.pal/,Palestine - Palestine Capital Market Authority,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,2025-08-01,39759,39759.0,,,2025-08-01,2025-08-01,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,t4t.pal,https://www.instagram.com/t4t.pal/,,Unregistered/Unlicensed entity offering financial products or services,
Smart Trading,Smart Trading,https://www.facebook.com/profile.php?id=61569308753753,Palestine - Palestine Capital Market Authority,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,2025-08-01,39758,39758.0,,,2025-08-01,2025-08-01,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,Smart Trading,https://www.facebook.com/profile.php?id=61569308753753,,Unregistered/Unlicensed entity offering financial products or services,
palestine.forexpalestineforex,,https://www.instagram.com/palestine.forex/,Palestine - Palestine Capital Market Authority,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,2025-08-01,39757,39757.0,,,2025-08-01,2025-08-01,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,palestine.forex,https://www.instagram.com/palestine.forex/,https://www.instagram.com/palestineforex/,Unregistered/Unlicensed entity offering financial products or services,
newtlife,,https://www.instagram.com/p/C6uGNQurENv/?igsh=b3RmYTZmaWJ4cGh6,Palestine - Palestine Capital Market Authority,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,2025-08-01,39756,39756.0,,,2025-08-01,2025-08-01,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,newtlife,https://www.instagram.com/p/C6uGNQurENv/?igsh=b3RmYTZmaWJ4cGh6,,Unregistered/Unlicensed entity offering financial products or services,
mft_trading2,,https://www.instagram.com/mft_trading2?igsh=MXA1MHhmZmhrZng3OQ==,Palestine - Palestine Capital Market Authority,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,2025-08-01,39755,39755.0,,,2025-08-01,2025-08-01,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,mft_trading2,https://www.instagram.com/mft_trading2?igsh=MXA1MHhmZmhrZng3OQ==,,Unregistered/Unlicensed entity offering financial products or services,
Master.traders,Master.traders,https://www.facebook.com/caramelo.RR,Palestine - Palestine Capital Market Authority,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,2025-08-01,39754,39754.0,,,2025-08-01,2025-08-01,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,Master.traders,https://www.facebook.com/caramelo.RR,,Unregistered/Unlicensed entity offering financial products or services,
fx club,fx club,https://www.instagram.com/fxclub2024?igsh=dGF1M3pvbWV6dWFo,Palestine - Palestine Capital Market Authority,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,2025-08-01,39753,39753.0,,2025-07-31,2025-08-01,2025-08-01,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,fx club,https://www.instagram.com/fxclub2024?igsh=dGF1M3pvbWV6dWFo,,Unregistered/Unlicensed entity offering financial products or services,
forex Palestine-فوركس فلسطينforex_palestineforex_palestine_23forexpalestine,forex.palestine,https://www.instagram.com/forex.palestine/,Palestine - Palestine Capital Market Authority,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,2025-08-01,39752,39752.0,,2025-07-31,2025-08-01,2025-08-01,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,,https://www.instagram.com/forex.palestine/,,Unregistered/Unlicensed entity offering financial products or services,
Axe Capital,Axe Capital,https://www.facebook.com/profile.php?id=61566599169197,Palestine - Palestine Capital Market Authority,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,2025-08-01,39751,39751.0,,,2025-08-01,2025-08-01,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,Axe Capital,https://www.facebook.com/profile.php?id=61566599169197,,Unregistered/Unlicensed entity offering financial products or services,
2 Pips,2 Pips,https://www.facebook.com/2pips.fx,Palestine - Palestine Capital Market Authority,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,2025-08-01,39750,39750.0,,2025-07-31,2025-08-01,2025-08-01,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,2 Pips,https://www.facebook.com/2pips.fx,,Unregistered/Unlicensed entity offering financial products or services,
Fx globals,Fx globals,https://www.facebook.com/fxglobal.pal,Palestine - Palestine Capital Market Authority,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,2025-08-01,39747,39747.0,,2025-07-31,2025-08-01,2025-08-01,https://www.pcma.ps/wp-content/uploads/2025/07/%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AE%D8%B5%D8%A9-11072025.pdf,Fx globals,https://www.facebook.com/fxglobal.pal,,Unregistered/Unlicensed entity offering financial products or services,
Swiss Market Invest / swiss-market.org,,www.swiss-market.org,Switzerland - Swiss Financial Market Supervisory Authority,https://www.finma.ch/en/finma-public/warnungen/warning-list/swiss-market-invest--swiss-market-org/,2025-08-01,39746,39746.0,,2025-07-30,2025-08-01,2025-08-01,https://www.finma.ch/en/finma-public/warnungen/warning-list/swiss-market-invest--swiss-market-org/,Swiss Market Invest / swiss-market.org,www.swiss-market.org,,Other,
aroma-finanz.com,,www.aroma-finanz.com,Switzerland - Swiss Financial Market Supervisory Authority,https://www.finma.ch/en/finma-public/warnungen/warning-list/aroma-finanz-com/,2025-08-01,39745,39745.0,,2025-07-30,2025-08-01,2025-08-01,https://www.finma.ch/en/finma-public/warnungen/warning-list/aroma-finanz-com/,aroma-finanz.com,www.aroma-finanz.com,,Other,"www.aroma-finanz.com steht nicht im Zusammenhang mit der Aroma Finanz AG, Baar, welche im Schweizerischen Handelsregister eingetragen ist (CHE-109.849.120).www.aroma-finanz.com n'a pas de lien avec Aroma Finanz AG, Baar, laquelle est inscrite au registre du commerce suisse (CHE-109.849.120).www.aroma-finanz.com non a legami con Aroma Finanz AG, Baar, inscritta nel registro di commercio svizzero (CHE-109.849.120).www.aroma-finanz.com is not related to the Aroma Finanz AG, Baar, which is registered in the Swiss Commercial Register (CHE-109.849.120)."
StateFunds / statefunds.com,,,Switzerland - Swiss Financial Market Supervisory Authority,https://www.finma.ch/en/finma-public/warnungen/warning-list/statefunds-statefunds-com/,2025-08-01,39744,39744.0,,2025-07-30,2025-08-01,2025-08-01,https://www.finma.ch/en/finma-public/warnungen/warning-list/statefunds-statefunds-com/,StateFunds / statefunds.com,,,Other,www.statefunds.com
Future Investment,,futuredi.com,New Zealand - Financial Markets Authority,https://www.fma.govt.nz/library/warnings-and-alerts/nexvest/,2025-08-01,39743,39743.0,,2025-07-31,2025-08-01,2025-08-01,https://www.fma.govt.nz/library/warnings-and-alerts/nexvest/,Future Investment,futuredi.com,futursdes.com,,"The FMA is warning about a series of fake online trading platforms. These platforms claim to offer cryptocurrency and foreign exchange trading platforms but are being used as part of a wider investment scam.To establish credibility, the fake platforms may provide fraudulent certificates featuring the names and logos of overseas regulators.We have received a report from a victim who has been unable to withdraw their investments from one of these trading platforms."
NexVestWealth Nest,,Nexvests.acmcoin.com,New Zealand - Financial Markets Authority,https://www.fma.govt.nz/library/warnings-and-alerts/nexvest/,2025-08-01,39742,39742.0,,2025-07-31,2025-08-01,2025-08-01,https://www.fma.govt.nz/library/warnings-and-alerts/nexvest/,NexVest,Nexvests.acmcoin.com,,,"The FMA is warning about a series of fake online trading platforms. These platforms claim to offer cryptocurrency and foreign exchange trading platforms but are being used as part of a wider investment scam.To establish credibility, the fake platforms may provide fraudulent certificates featuring the names and logos of overseas regulators.We have received a report from a victim who has been unable to withdraw their investments from one of these trading platforms."
